StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q34,Q35,baseline_timer_First Click,baseline_timer_Last Click,baseline_timer_Page Submit,baseline_timer_Click Count,Q30,baseline_learning,main1_timer_First Click,main1_timer_Last Click,main1_timer_Page Submit,main1_timer_Click Count,main2_timer_First Click,main2_timer_Last Click,main2_timer_Page Submit,main2_timer_Click Count,main2_satisficing,main_pre_timer_First Click,main_pre_timer_Last Click,main_pre_timer_Page Submit,main_pre_timer_Click Count,main_pre_prompt_q,prompt_arch_timer_First Click,prompt_arch_timer_Last Click,prompt_arch_timer_Page Submit,prompt_arch_timer_Click Count,prompt_curb_appeal_t_First Click,prompt_curb_appeal_t_Last Click,prompt_curb_appeal_t_Page Submit,prompt_curb_appeal_t_Click Count,prompt_control_timer_First Click,prompt_control_timer_Last Click,prompt_control_timer_Page Submit,prompt_control_timer_Click Count,post_timer_First Click,post_timer_Last Click,post_timer_Page Submit,post_timer_Click Count,post_q,end_timer_First Click,end_timer_Last Click,end_timer_Page Submit,end_timer_Click Count,end_q,Q_TotalDuration,MTurkCode
2020-05-16 12:38:53,2020-05-16 12:49:58,IP Address,76.11.221.66,100,665,True,2020-05-16 12:49:59,R_ZJEmWoaxCWW0NdD,,,,,39.6248016357421875,-89.0189971923828125,anonymous,EN,Yes,Yes,Yes,26.499,35.056,36.952,2,Not really,Yes,0,0,18.2,0,14.29,14.29,16.029,1,,25.154,153.435,219.907,8,"Brick three-story house with nice flowers out front. It has two big bay windows and two fireplaces. The property is well kept, but the roof may need replacing. There is lots of greenery including a small tree out front.",,,,,0,0,144.24,0,,,,,6.117,179.265,181.214,2," Three-story brick house with white accents. There is a nice metal gate accenting the front along with a flower garden. The house has two fireplaces and appears roomy. Although slightly older, it is well maintained.",0,0,10.793,0,,665,8097070581
2020-05-16 12:49:00,2020-05-16 12:56:23,IP Address,97.122.222.217,100,442,True,2020-05-16 12:56:23,R_3n8ccOFWobE3uXD,,,,,39.679595947265625,-104.9626007080078125,anonymous,EN,Yes,Yes,Yes,22.125,28.485,29.806,2,A little bit,Yes,0,0,4.744,0,19.823,19.823,20.943,1,,23.53,87.687,98.015,3,"The difference is that a house is a physical structure but a home is about where you live, it has a more emotional connection. You can use 'home' and 'house' in the same sentence. ""Even though I live in a small house, I look forward to going home at the end of a long day.""",,,,,,,,,0,0,48.213,0,9.959,141.097,144.033,2,"Fair-sized house built of red Lyons Sandstone with the most god-awful-looking picket fence I’d ever seen.
Small upstairs apartment on Newport Island, a tiny piece of land accessible only by a bridge so narrow, it would admit just one car at a time.
The weather-beaten slat cottage sat at the far end of a mostly brown lawn. Wood silvered by the sun. Roof shingles warped. Small stands of plantain and giant bird-of-paradise for privacy.
Rambling old farm house
Gleamed with the spotless silence of for-company-only.
He leaned on the old boards. They felt thin and veined, frozen by a hundred winters, baked by a hundred summers. They smelled of dust and age.",7.634,7.634,43.496,1,Everything i saw in this study very nice i liked this study very much,442,3282864643
2020-05-16 12:35:48,2020-05-16 12:56:25,IP Address,91.207.175.173,100,1236,True,2020-05-16 12:56:25,R_1duFdgudn6Yfpem,,,,,34.054901123046875,-118.2577972412109375,anonymous,EN,Yes,Yes,Yes,8.237,11.152,12.131,2,Definitely yes,Yes,0,0,96.627,0,327.989,327.989,329.21,1,,3.135,3.135,43.043,1,The house was decorated with flower,,,,,,,,,0,0,22.735,0,3.513,3.513,51.992,1,"there are two tree in front of the house ",0.958,0.958,12.946,1,,1236,4850627677
2020-05-16 12:55:46,2020-05-16 13:05:43,IP Address,199.255.69.217,100,597,True,2020-05-16 13:05:43,R_1F8lYldRQV6PE5J,,,,,36.673095703125,-88.423797607421875,anonymous,EN,Yes,Yes,Yes,25.664,39.279,40.702,5,Not really,No,0,0,2.55,0,4.273,4.273,8.084,1,,6.082,6.082,87.956,1,This house is novel color scheme that incorporates the landscape into it's design. It has multiple chimney fire places. It has multiple large bay windows. The house has a old school cottage feel to it.,33.427,84.599,95.034,12,,,,,,,,,1.284,272.45,331.26,17,"This is a classic Georgian style three-story home with symmetrical window design, including three bay windows incorporated in the roof. It's fully brick and stone construction. It is surrounded by a modest yard with a black metal fence marking the property. It has two chimneys and two fireplaces.",0.597,0.597,7.104,1,,597,8203686941
2020-05-16 13:04:24,2020-05-16 13:11:27,IP Address,184.54.197.83,100,423,True,2020-05-16 13:11:27,R_2QnPjEBuL9GWAGf,,,,,39.33599853515625,-84.31259918212890625,anonymous,EN,Yes,Yes,Yes,6.493,14.093,15.169,3,Definitely not,Yes,2.591,2.591,7.462,1,9.682,9.682,11.787,1,,4.252,240.68,242.847,4,"A rustic red brick house with bay windows and stone entrance way. Three story with paved driveway. The 3rd floor is an attic with bedrooms and stone walkway. ",,,,,7.448,24.323,27.215,8,,,,,5.851,8.383,18.546,2,,5.763,5.763,56.717,1,,423,7311935042
2020-05-16 12:48:44,2020-05-16 13:13:28,IP Address,131.100.2.57,100,1484,True,2020-05-16 13:13:28,R_2tfzfp83bxCOQpz,,,,,21.30670166015625,-157.855804443359375,anonymous,EN,Yes,Yes,Yes,29.272,37.568,39.888,2,Definitely yes,Yes,0,0,3.865,0,24.631,24.631,25.75,1,,49.223,669.468,670.882,25,"The house is fine and seems to be well constructed. It is finished with good brick blocks with with roof window. The compound is well landscaped with beautiful flowers. It seems to be a residential building and many people will be a willing to live there. ",,,,,10.901,127.684,128.945,5,,,,,4.967,464.448,465.094,32,"The house is fine, and i think it is residential building. I think it is a three floors building with roof window. The landscape not to bad but it can be better. The entrance porch looks like a church. ",19.842,26.391,27.516,2,No,1484,3136055013
2020-05-16 13:05:19,2020-05-16 13:18:58,IP Address,173.123.231.235,100,819,True,2020-05-16 13:18:59,R_1DSGo6sm4SgFK5j,,,,,29.772003173828125,-95.36440277099609375,anonymous,EN,Yes,Yes,Yes,42.001,45.561,46.902,2,Definitely not,No,0,0,26.799,0,10.798,10.798,12.945,1,,6.284,137.085,183.363,9,"This is a colonial-style house. It appears to be three stories. The roof is a rustic reddish color and compliments the house well. This home appears to have two chimneys. The brick appears to be Chicago style brick. ",,,,,,,,,0,0,149.94,0,2.961,209.714,232.027,11,This is a grand home with a black steel fence around it. The entryway is an oval shape surrounded by a white border. This house has 12 windows in the front of the house. The exterior brick has a sand-colored tint to it. The house appears to have two or three chimneys.,8.857,64.691,109.557,2,"I am very alert still trying to determine what the study is about. I was concentrated in the article I read about the confederate states and upon having to describe the home again, has distracted from my thought of the article. Was this the intention?",819,2653021304
2020-05-16 12:35:56,2020-05-16 14:10:39,IP Address,74.82.60.79,100,5683,True,2020-05-16 14:10:39,R_2BqFl2KdV8unpqU,,,,,37.5625,-122.000396728515625,anonymous,EN,Yes,Yes,Yes,580.414,588.734,590.127,2,Definitely not,Yes,0,0,296.586,0,16.514,16.514,17.828,1,,60.725,1005.898,1008.134,17,"It is a two storey house.It has a red painted roof which has three windows.The walls of the house are made of bricks.It has two windows on the front,one on each side of the door.The windows and the doors of this house are painted white.The house is surrounded by flowers and some trees",0,0,289.59,0,,,,,,,,,157.991,370.712,376.681,5,it is a two-story house with a side gabled roof. It has multi pane windows  containing nine panes in each sash. It has a hooded front door and windows arranged symmetrically. there are three dormers on the roof.,0,0,20.401,0,,5683,5852957768
2020-05-16 14:18:43,2020-05-16 14:25:29,IP Address,35.142.148.74,100,406,True,2020-05-16 14:25:30,R_1pL7fRxZPzf2kb5,,,,,27.9600067138671875,-82.46140289306640625,anonymous,EN,Yes,Yes,Yes,14.285,25.648,26.43,4,Definitely not,No,2.603,5.91,7.826,3,12.249,12.249,13.204,1,,2.501,160.978,161.561,8,It is a colonial-style house that is three stories. Each floor has two sets of windows. It is grey and red bricks. It has two chimneys. One on each end of the house. There is a flower bed that is in front of the house and a driveway on the left of he house.,,,,,,,,,20.923,44.923,78.537,5,2.225,4.113,71.551,3,It is a colonial-style brick house. The color is brown with white trim. There are three stories and several windows on each floor. There is a chimney on both ends of the house. There is a flower bed at the front of the house.,0,0,8.244,0,,406,6002747984
2020-05-16 15:09:25,2020-05-16 15:11:29,IP Address,38.68.41.53,100,124,True,2020-05-16 15:11:30,R_22rZYTmbczYN8V6,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Yes,Yes,1.394,3.117,4.395,2,A little bit,Yes,0,0,3.205,0,1.601,4.206,6.5,3,,7.888,31.872,44.208,4,"looking very beautiful really i like this style  ",,,,,0,0,5.458,0,,,,,2.123,29.042,31.457,4,"not much attracting picture quality also very bad ",0,0,13.226,0,,124,233035711
2020-05-16 15:06:56,2020-05-16 15:19:53,IP Address,67.189.29.101,100,776,True,2020-05-16 15:19:53,R_3iOK6pjNQ1KKbvo,,,,,44.0196990966796875,-123.100799560546875,anonymous,EN,Yes,Yes,Yes,13.85,16.186,17.356,2,Definitely not,No,0,0,20.652,0,9.102,9.102,15.425,1,,31.035,31.035,176.783,1,"The house is a brick house, with gray brick walls and a red roof.  At each end of the roof, there's a chimney.  In the front yard, a small tree is growing, as well as various flowers.  The windows of the house are framed in white.",,,,,10.305,269.228,287.266,23,,,,,4.674,133.44,227.808,6,"The house is an old, three-story house.  It has gray-green walls, with windows outlined in red.  The small front yard is surrounded by a metal fence.  The door is painted black and framed in white.",0,0,6.856,0,,776,790176708
2020-05-16 19:26:11,2020-05-16 19:39:25,IP Address,172.0.73.38,100,793,True,2020-05-16 19:39:25,R_2wQVzNNIsOJbbMm,,,,,37.9268951416015625,-122.331298828125,anonymous,EN,Yes,Yes,Yes,14.745,27.438,42.81,2,Definitely not,Yes,0,0,32.218,0,9.972,9.972,76.884,1,,5.049,5.049,137.407,1,This house is gray and dark brown colored. It features very lovely brick work throughout. It has two large windows on the first floor and three more on the second floor. The house has a short walkway in front of a lovely garden with lots of red flowers.,0,0,167.727,0,,,,,,,,,1.685,103.801,251.479,3,This is a Georgian style home. You can tell because it has a very symmetrical composition and would fit in with the English colonial homes of the 18th century. This home is a two-story brick building. It has multi-pane sliding sash windows with five of them across the second floor. This house features a side-gabled roof.,6.042,6.042,34.499,1,"Thank you for a fun and informative survey. I enjoyed learning about Georgian style homes. ",793,8109932970
2020-05-18 10:20:24,2020-05-18 10:22:52,IP Address,75.102.136.228,100,147,True,2020-05-18 10:22:53,R_1IfSbJn3wh3zTd3,,,,,39.595306396484375,-79.9228973388671875,anonymous,EN,Yes,Yes,Yes,2.496,5.195,5.865,2,Definitely not,No,0,0,3.578,0,6.17,6.17,7.249,1,,1.492,1.492,30.721,1,The house is made of stone and bricks. The house looks old. The house has white windows and trim. The house has two chimneys.,,,,,,,,,0,0,19.516,0,0.839,0.839,54.88,1,"This house is very old. This house is symmetrical with a chimney on each side. This house has white trimmed windows. This house has 12 windows on the front, not including the door window.",0,0,2.023,0,,147,8140707570
2020-05-18 10:34:18,2020-05-18 10:50:07,IP Address,96.44.147.186,100,949,True,2020-05-18 10:50:08,R_AEB7JGoR7SlF2AF,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,Yes,Yes,Yes,159.238,169.812,172.239,2,Not really,No,0,0,4.456,0,4.737,4.737,6.901,1,,5.263,261.153,263.709,5,"Its beautiful
Its attractive
Its surrounded by flowers
This house is made with bricks",,,,,0,0,96.909,0,,,,,3.288,145.667,215.357,15,"Its old fashioned.
This house comprises of two colours
This is a big house.
This is not an attractive house",0,0,8.439,0,,949,539361815
2020-05-18 10:45:25,2020-05-18 10:54:18,IP Address,67.169.209.224,100,533,True,2020-05-18 10:54:18,R_3CPiqUHq3pBc3cP,,,,,44.592803955078125,-123.27459716796875,anonymous,EN,Yes,Yes,Yes,10.989,13.229,14.872,2,Not really,Yes,24.999,24.999,25.637,1,16.23,17.234,19.091,2,,4.793,172.653,175.968,6,"It's an older colonial style house that looks like a manor. It is made brick and has three floors. There are two large bay windows on the first floor, three regular windows on the second floor and three small windows on the third floor. There are also two fireplaces, landscaped flowerbeds and a weathervane on the top of the house. The house looks very spacious and I'm guessing it's over 50 years old.",,,,,,,,,33.944,51.527,52.252,3,0.614,196.552,203.736,3,This is also a colonial style brick home with three floors. The first floor has four windows the second floor has five windows and the third floor has three small windows. There are two fireplaces on either side of the house and two rather large trees in front of the house. The front door is ensconced to buy a white wooden frame and there are flowerbeds across the whole front of the house. There is a small window at the top of the front door as well. There also appears to be a garage.,0.694,22.318,27.529,3,I can't think of anything but I'm guessing my descriptions were pretty bad.,533,4833022216
2020-05-18 10:57:42,2020-05-18 11:01:04,IP Address,172.93.164.92,100,202,True,2020-05-18 11:01:05,R_3hhwEvwSquOovtd,,,,,37.3386993408203125,-121.8914031982421875,anonymous,EN,Yes,Yes,Yes,22.36,24.633,25.892,3,Definitely yes,Yes,2.612,2.612,4.431,1,1.969,11.168,12.644,5,,2.406,14.932,29.885,3,this house is very nice,3.139,3.139,3.743,1,,,,,,,,,2.02,45.303,46.397,3,this house is very wonderful,1.213,28.453,49.913,5,very easy to understated,202,6854510386
2020-05-18 11:06:18,2020-05-18 11:10:06,IP Address,99.62.57.12,100,227,True,2020-05-18 11:10:06,R_2trK4WuS4OQ1cHJ,,,,,41.70880126953125,-83.6053009033203125,anonymous,EN,Yes,Yes,Yes,20.327,23.217,23.75,3,A little bit,Yes,0,0,1.023,0,4.158,4.158,5.435,1,,5.887,59.445,84.497,14,"This is a two-story brick house. The house has two chimneys on each side of the house and 9 windows in the front. There are nice red plants in the front that match the house. The house also appears to extend pretty far back. ",,,,,2.717,5.277,5.904,3,,,,,3.479,28.281,88.982,4,This looks like another house but without a lot going on. It hasn't been painted recently and looks very brown. There is little landscaping and the trees are dead. The windows look new. The roof looks old and could be replaced.,2.089,2.089,3.946,1,no,227,1917742039
2020-05-18 13:22:47,2020-05-18 13:26:19,IP Address,66.148.33.209,100,212,True,2020-05-18 13:26:19,R_322YP4tvBCUZ79U,,,,,35.456298828125,-94.329803466796875,anonymous,EN,Yes,Yes,Yes,2.575,4.547,7.033,2,Definitely not,Yes,0,0,1.333,0,10.012,10.012,10.985,1,,3.097,3.097,74.596,1,"The house appears to be of historical significance. It has beautiful redish-brown shingles, and a Victorian-era design. The great bricks give the white accents a particular striking image. It looks amazing, and has two chimneys.",3.258,7.121,33.196,2,,,,,,,,,0.382,0.382,65.617,1,"It is a typical Georgian-style house. It is symmetrical and classical looking. It has 12 windows, 3 of which appear to be for the attic. The windows and doors are surrounded by beautiful white bricks.",0.491,0.491,3.772,1,,212,619791685
2020-05-11 21:27:02,2020-05-11 21:27:39,IP Address,24.7.135.16,75,36,False,2020-05-18 21:27:43,R_3g1L203IrTpTE2J,,,,,,,anonymous,EN,Yes,Yes,Yes,2.706,2.706,3.727,1,,Yes,0,0,18.806,0,0.758,0.758,1.458,1,,1.047,1.047,2.962,1,sfdg,,,,,,,,,,,,,,,,,,,,,,,36,
2020-05-12 15:35:23,2020-05-12 15:35:35,IP Address,64.83.232.16,33,11,False,2020-05-19 15:35:49,R_1joI92MBPXJFJwB,,,,,,,anonymous,EN,Yes,Yes,Yes,1.799,2.718,4.1,2,Definitely not,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
2020-05-12 15:34:30,2020-05-12 15:38:55,IP Address,64.83.232.16,83,264,False,2020-05-19 15:39:08,R_10PDCbZ61o5qatZ,,,,,,,anonymous,EN,Yes,Yes,Yes,11.397,13.785,15.286,2,Definitely not,Yes,0,0,3.422,0,48.979,48.979,52.183,1,,3.831,118.217,125.748,11,It is an old two stories building. There are trees and plants around of this house. There is a large yard. It has multiple rooms.,,,,,0,0,52.644,0,,,,,,,,,,,,,,,264,
2020-05-12 15:40:59,2020-05-12 15:42:40,IP Address,69.136.136.205,83,100,False,2020-05-19 15:42:55,R_3qs0QxZVIIGNdRG,,,,,,,anonymous,EN,Yes,Yes,Yes,10.94,12.609,13.339,2,Definitely not,No,0,0,1.015,0,6.302,6.302,7.049,1,,3.203,3.203,49.272,1,The house is red. There's flowers in front of the house. Theres a driveway next to the house. There's walking paths in fron of the house.,,,,,,,,,6.024,6.436,10.941,2,,,,,,,,,,,100,
2020-05-12 15:48:11,2020-05-12 15:48:35,IP Address,174.128.246.10,33,24,False,2020-05-19 15:48:37,R_3LbhKE6p6FJjvkW,,,,,,,anonymous,EN,Yes,Yes,Yes,1.893,3.3,4.997,2,Definitely yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
2020-05-12 15:51:43,2020-05-12 15:55:45,IP Address,50.40.124.200,50,241,False,2020-05-19 15:55:51,R_1jcwOM2x9uZGiTh,,,,,,,anonymous,EN,Yes,Yes,Yes,161.316,174.756,175.861,4,Definitely not,No,5.62,5.62,6.832,1,8.303,17.772,18.528,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,
2020-05-12 15:37:22,2020-05-12 16:08:06,IP Address,97.89.234.97,83,1843,False,2020-05-19 16:08:06,R_XLhFUtv1f7rWHLz,,,,,,,anonymous,EN,Yes,Yes,Yes,1718.946,1722.008,1723.056,2,Definitely not,No,0,0,5.152,0,6.468,6.468,7.401,1,,13.016,64.809,70.255,2,It is a rustic house in good condition. The front yard is nicely landscaped. It seems like a big house since it is two levels.,,,,,,,,,20.354,20.354,21.699,1,,,,,,,,,,,1843,
2020-05-12 16:35:54,2020-05-12 16:36:09,IP Address,65.249.164.126,33,15,False,2020-05-19 16:36:11,R_qUiT5fn9cz84ZsR,,,,,,,anonymous,EN,Yes,Yes,Yes,1.716,3.499,4.426,2,A little bit,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
2020-05-12 23:50:59,2020-05-12 23:51:23,IP Address,104.236.195.147,17,23,False,2020-05-19 23:51:23,R_3KHrep0MbzJdzFi,,,,,,,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,
2020-05-13 07:22:20,2020-05-13 07:25:39,IP Address,98.200.10.181,83,198,False,2020-05-20 07:25:54,R_57Tl91ZIRlL83cJ,,,,,,,anonymous,EN,Yes,Yes,Yes,3.294,8.258,9.561,3,Not really,Yes,0,0,4.745,0,6.142,6.142,7.655,1,,11.963,118.123,118.467,6,"Beuatiful house with a lot of green area and beautiful  flowers. Its a 2 story brick out house . Has lot of rooms with ample space.  GReat place for a big family and in great neighborhood. ",,,,,,,,,0,0,39.193,0,,,,,,,,,,,198,
2020-05-13 11:39:06,2020-05-13 11:39:20,IP Address,64.44.81.12,33,13,False,2020-05-20 11:39:21,R_YVVp8FUQnZYoHM5,,,,,,,anonymous,EN,Yes,Yes,Yes,1.919,2.793,3.855,2,Definitely yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,
2020-05-13 11:40:03,2020-05-13 11:41:16,IP Address,75.76.50.184,50,72,False,2020-05-20 11:41:16,R_AncRSVfmUWhtPjz,,,,,,,anonymous,EN,Yes,Yes,Yes,8.434,12.201,13.971,3,Definitely not,No,7.113,7.113,23.141,1,5.484,5.484,7.554,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,
2020-05-13 11:46:43,2020-05-13 11:47:03,IP Address,173.245.203.33,33,20,False,2020-05-20 11:47:07,R_QcDETepiRT1O7Hb,,,,,,,anonymous,EN,Yes,Yes,Yes,2.052,3.614,5.607,2,A little bit,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2020-05-13 12:03:40,2020-05-13 12:04:05,IP Address,104.0.8.18,50,24,False,2020-05-20 12:04:25,R_1poOpktgPYZCCKQ,,,,,,,anonymous,EN,Yes,Yes,Yes,2.029,3.077,3.911,3,Definitely yes,Yes,0,0,1.461,0,4.823,4.823,9.391,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
2020-05-13 12:16:53,2020-05-13 12:17:07,IP Address,71.178.214.134,33,14,False,2020-05-20 12:17:07,R_2WHUAyixDmO9JMI,,,,,,,anonymous,EN,Yes,Yes,Yes,1.598,3.39,4.538,3,Definitely not,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
2020-05-13 12:19:25,2020-05-13 12:22:49,IP Address,102.129.240.244,42,204,False,2020-05-20 12:23:20,R_ZdI3dDP4h8f9fKF,,,,,,,anonymous,EN,Yes,Yes,Yes,2.417,5.967,6.143,3,Definitely yes,Yes,20.678,20.678,44.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,
2020-05-13 12:39:23,2020-05-13 12:39:35,IP Address,207.188.179.66,33,11,False,2020-05-20 12:39:49,R_12yuaY3gjbfLFFA,,,,,,,anonymous,EN,Yes,Yes,Yes,1.332,2.828,3.892,2,A little bit,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
2020-05-13 13:06:07,2020-05-13 13:07:07,IP Address,64.137.65.211,33,60,False,2020-05-20 13:07:40,R_1iaQsBYX3bpYJYJ,,,,,,,anonymous,EN,Yes,Yes,Yes,3.062,4.712,6.544,2,Definitely yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,
2020-05-13 13:06:05,2020-05-13 13:09:05,IP Address,64.137.65.211,83,179,False,2020-05-20 13:09:11,R_1M70mipkSqoISiY,,,,,,,anonymous,EN,Yes,Yes,Yes,1.566,3.546,5.168,2,Definitely yes,Yes,0,0,2.551,0,38.257,38.257,39.711,1,,2.335,77.706,82.216,2,VERY NICE,,,,,0,0,17.035,0,,,,,,,,,,,,,,,179,
2020-05-13 13:27:06,2020-05-13 13:27:34,IP Address,45.22.244.196,33,27,False,2020-05-20 13:27:48,R_27JRadE99y6jf7K,,,,,,,anonymous,EN,Yes,Yes,Yes,0,0,7.595,0,Definitely yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,
2020-05-13 13:39:36,2020-05-13 13:43:41,IP Address,174.128.236.98,17,244,False,2020-05-20 13:44:05,R_0wC8SCw7M5MUQiB,,,,,,,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,
2020-05-13 13:48:45,2020-05-13 14:09:37,IP Address,198.228.133.11,83,1252,False,2020-05-20 14:09:41,R_31jguqNOUbE93Y9,,,,,,,anonymous,EN,Yes,Yes,Yes,0.922,6.729,7.949,4,Definitely yes,No,0,0,1.301,0,30.549,30.549,41.979,1,,6.919,23.299,26.129,4,This house is very awesome.,0,0,9.012,0,,,,,,,,,,,,,,,,,,,1252,
2020-05-13 14:19:52,2020-05-13 14:25:32,IP Address,64.44.131.169,92,340,False,2020-05-20 14:25:33,R_vcQkItfwf5uNqPT,,,,,,,anonymous,EN,Yes,Yes,Yes,0,0,4.628,0,Definitely yes,Yes,0,0,2.363,0,3.126,16.241,17.978,5,,5.351,228.446,287.174,4,"Having a house is an underrated blessing. If you have not realized it yet, you can go and ask any person who doesn’t have a house. Only then will you realize what a great blessing it is to have a house. Houses do not necessarily have to be luxuriously filled with the latest amenities. A house is complete if you have a roof over your head.",,,,,0,0,3.547,0,,,,,0,0,5.388,0,"Having a house is an underrated blessing. If you have not realized it yet, you can go and ask any person who doesn’t have a house. Only then will you realize what a great blessing it is to have a house. Houses do not necessarily have to be luxuriously filled with the latest amenities. A house is complete if you have a roof over your head.",,,,,,340,
2020-05-13 16:57:32,2020-05-13 16:58:31,IP Address,67.141.252.111,50,58,False,2020-05-20 16:58:48,R_1gBhO4RnZ56Hqf9,,,,,,,anonymous,EN,Yes,Yes,Yes,7.005,11.269,12.517,2,Definitely not,Yes,4.306,4.306,9.379,1,3.213,3.213,18.888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,
2020-05-13 17:18:47,2020-05-13 17:20:00,IP Address,196.16.109.129,50,73,False,2020-05-20 17:20:26,R_3qe7rPr799B43Oy,,,,,,,anonymous,EN,Yes,Yes,Yes,0,0,6.301,0,Definitely yes,Yes,0,0,3.24,0,2.282,30.751,31.891,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,
2020-05-13 19:41:41,2020-05-13 19:42:21,IP Address,134.202.250.143,42,39,False,2020-05-20 19:42:23,R_1DZrDMlFCXXqPBq,,,,,,,anonymous,EN,Yes,Yes,Yes,15.138,16.728,17.738,2,Definitely yes,Yes,0,0,2.682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,
2020-05-13 19:44:36,2020-05-13 19:45:52,IP Address,65.249.167.96,50,75,False,2020-05-20 19:46:00,R_3HZEKOglNKkKvPy,,,,,,,anonymous,EN,Yes,Yes,Yes,1.321,4.678,6.258,3,Definitely yes,Yes,0,0,3.129,0,11.585,34.132,36.229,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,
2020-05-13 21:04:15,2020-05-13 21:04:32,IP Address,73.208.27.237,33,17,False,2020-05-20 21:05:00,R_2Y9t2sosQaQf6Wb,,,,,,,anonymous,EN,Yes,Yes,Yes,2.97,4.34,7.504,2,A little bit,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,
2020-05-13 22:19:49,2020-05-13 22:20:01,IP Address,74.196.91.38,17,11,False,2020-05-20 22:20:09,R_1dFAZZiNa0PHRVA,,,,,,,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
2020-05-14 01:18:12,2020-05-14 02:13:57,IP Address,107.77.206.195,50,3345,False,2020-05-21 02:14:10,R_2PjWl2YCSXrqwel,,,,,,,anonymous,EN,Yes,Yes,Yes,15.352,19.837,21.791,2,Definitely not,Yes,0,0,23.273,0,6.758,6.758,9.838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345,
2020-05-14 08:04:21,2020-05-14 08:10:37,IP Address,172.111.198.87,75,375,False,2020-05-21 08:10:39,R_2Tug8KmSlWdxQRE,,,,,,,anonymous,EN,Yes,Yes,Yes,60.709,65.231,66.245,2,Definitely yes,Yes,0.124,27.003,29.761,8,35.111,35.111,39.315,1,,24.455,185.616,197.264,12,"1. The House front looks very beautiful and well natured. 
2. The roof needs some work - repair and paint.
3. This house can be sold in the market with good price. 
4. Families can live here happily. ",,,,,,,,,,,,,,,,,,,,,,,375,
2020-05-21 09:02:27,2020-05-21 09:07:41,IP Address,99.102.109.26,100,313,True,2020-05-21 09:07:41,R_0es1zHlY0GnE9dT,,,,,41.7996063232421875,-88.00659942626953125,anonymous,EN,Yes,Yes,Yes,0.8,11.381,15.668,4,Definitely not,Yes,0,0,2.386,0,2.677,30.945,32.052,3,,2.227,90.821,114.932,3,"its quiet and suburban, qaint and cute. very classic looking brick, with beautiful red colors and lots of windows, possibly 3 stories tall. slanted roof. lovely colors of red throughout . its a big boating home with a beautiful shape.",,,,,,,,,5.191,5.781,13.519,2,0.75,26.73,113.526,3,"its a tall brick home with a brownish tint, beautiful big house with a lot of windows and a large entryway. uniquely designed with 2 pillars on each side of the roof. a lovely black gate and white windows.",0.506,0.506,3.367,1,,313,6946820514
2020-05-21 09:12:34,2020-05-21 09:14:02,IP Address,216.19.222.96,100,87,True,2020-05-21 09:14:02,R_1C88uv7mxEVeJv0,,,,,42.37249755859375,-71.181396484375,anonymous,EN,Yes,Yes,Yes,7.452,9.853,10.554,2,Definitely yes,Yes,0,0,3.396,0,6.542,6.542,7.239,1,,8.352,8.352,14.253,1,VERY UNIQUE ONE,0,0,13.347,0,,,,,,,,,1.889,1.889,10.382,1,INTERIOR PLACE,7.997,7.997,8.415,1,,87,5821578954
